,0
0,0.08495174965637431
1,0.9523735349924034
2,0.9302825015727645
3,0.13053320623397707
4,0.932184460248383
5,0.9483611544383233
6,0.4704208607766994
7,0.14281506340780567
8,0.02309669071970462
9,0.764615023615155
10,0.77007366512329082
11,0.7806009103471564
12,0.245404536789503465
13,0.29343145663319638
14,0.9186527673856967
15,0.23581894381817472
16,0.9288976261469416
17,0.9121467343206195
18,0.965793223239662
19,0.4743148537437257
20,0.705883997700986632
21,0.228739403825773
22,0.9968345735786479
23,0.9540006510495779
24,0.11523274057355384
25,0.3741046988425744
26,0.8030736560373842
27,0.76351936836816037
28,0.04688312058054625
29,0.9791197580737065
30,0.16126509311922127
31,0.040316756060317004
32,0.9660757624861024
33,0.967895341088378
34,0.35719550592675203
35,0.30975868926889001
36,0.11075083804455477
37,0.9883320186927881
38,0.22989490497119675
39,0.8618055278630016
40,0.4223145753091091
41,0.78714479030304135
42,0.7179517229390056
43,0.03740912224900718
44,0.14201326506234146
45,0.9279078116494429
46,0.40662034013842107
47,0.048697827730623935
48,0.12729739146897892
49,0.8383399985450646
50,0.8570795275811641
51,0.7524739867075663
52,0.46846475348399486
53,0.8197996899462878
54,0.8298424401872516
55,0.52700142557057406
56,0.37257143334868954
57,0.31018984617475006
58,0.420220406242436574
59,0.436348738005964255
60,0.85135328413011354
61,0.5663054313976265
62,0.77229603160613485
63,0.73782032977440023
64,0.9662529614034486
65,0.426342056199651843
66,0.857378901124095
67,0.4002196682615257
68,0.35337538713321565
69,0.76525374902545746
70,0.509369046483455691
71,0.9016658588931394
72,0.42219158222500336
73,0.9820862439181701
74,0.7908005523575393
75,0.5499136382510119
76,0.5223290706522156
77,0.50871389943138752
78,0.47333135323376946
79,0.9289817454497187
80,0.44591618014762788
81,0.5164068434518971
82,0.7312224220265717
83,0.8678953979139117
84,0.48456302713291298
85,0.53593945566103872
86,0.4059727914318533385
87,0.735550760797529016
88,0.24326460263393035
89,0.3315462039201474
90,0.85018524064061765
91,0.45837094324358689
92,0.8823592730719129
93,0.9276081738272441
94,0.4639079317736166
95,0.8995333164708247
96,0.8911808287210332
97,0.43685456288828998
98,0.77639890467830467
99,0.9431181852024006
100,0.4019611393822759624
101,0.8712958861083312
102,0.3513027814450908
103,0.9962119667890037
104,0.49935108461062865
105,0.45516063623824715
106,0.41091330104866796
107,0.96705086837503673
108,0.6526622036085235
109,0.7560739290614187
110,0.7872774644207172
111,0.78750425117612175
112,0.9436198386946738
113,0.9443309599454437
114,0.42122652704529771
115,0.4023912449528022696
116,0.49986489027666365
117,0.917481524343899
118,0.8212363874145291
119,0.40497747493103582
